nameWithOwner,sshUrl,starsCount,releasesCount,ageInYears,loc,comments
json-path/JsonPath,git@github.com:json-path/JsonPath.git,6226,7,10.627397260273973,16187,3310
GrenderG/Toasty,git@github.com:GrenderG/Toasty.git,6225,19,4.638356164383562,781,81
lenve/VBlog,git@github.com:lenve/VBlog.git,6208,0,3.7013698630136984,6599,311
checkstyle/checkstyle,git@github.com:checkstyle/checkstyle.git,6207,107,8.024657534246575,365690,210562
spring-projects/spring-security,git@github.com:spring-projects/spring-security.git,6198,74,9.663013698630136,238201,116666
wildfirechat/server,git@github.com:wildfirechat/server.git,6198,48,2.6246575342465754,84197,17040
Meituan-Dianping/walle,git@github.com:Meituan-Dianping/walle.git,6187,1,4.66027397260274,5430,3261
k9mail/k-9,git@github.com:k9mail/k-9.git,6171,111,10.597260273972603,174816,10075
markzhai/AndroidPerformanceMonitor,git@github.com:markzhai/AndroidPerformanceMonitor.git,6161,0,5.6438356164383565,2678,645
ionic-team/capacitor,git@github.com:ionic-team/capacitor.git,6149,63,3.802739726027397,21419,3872
google/closure-compiler,git@github.com:google/closure-compiler.git,6133,0,7.4,526590,397850
ikew0ng/SwipeBackLayout,git@github.com:ikew0ng/SwipeBackLayout.git,6122,0,8.04109589041096,1771,838
rengwuxian/MaterialEditText,git@github.com:rengwuxian/MaterialEditText.git,6102,19,6.86027397260274,3851,901
flyway/flyway,git@github.com:flyway/flyway.git,6094,109,8.736986301369862,32206,16615
zo0r/react-native-push-notification,git@github.com:zo0r/react-native-push-notification.git,6080,34,5.736986301369863,3306,332
guardianproject/haven,git@github.com:guardianproject/haven.git,6065,37,4.523287671232877,20655,3545
rey5137/material,git@github.com:rey5137/material.git,6063,10,6.750684931506849,28701,4257
pedrovgs/EffectiveAndroidUI,git@github.com:pedrovgs/EffectiveAndroidUI.git,6061,0,7.183561643835616,2964,1632
google/physical-web,git@github.com:google/physical-web.git,6037,17,6.942465753424657,16603,5525
TechEmpower/FrameworkBenchmarks,git@github.com:TechEmpower/FrameworkBenchmarks.git,6014,15,8.468493150684932,128460,17711
processing/processing,git@github.com:processing/processing.git,5983,48,8.621917808219179,102517,54318
NLPchina/ansj_seg,git@github.com:NLPchina/ansj_seg.git,5980,3,9.01095890410959,14703,3112
smuyyh/BookReader,git@github.com:smuyyh/BookReader.git,5964,0,5.098630136986301,35272,11577
antoniolg/androidmvp,git@github.com:antoniolg/androidmvp.git,5956,0,7.438356164383562,1019,128
singwhatiwanna/dynamic-load-apk,git@github.com:singwhatiwanna/dynamic-load-apk.git,5946,0,7.446575342465754,3554,804
zouzg/mybatis-generator-gui,git@github.com:zouzg/mybatis-generator-gui.git,5939,16,5.3342465753424655,3659,301
daimajia/NumberProgressBar,git@github.com:daimajia/NumberProgressBar.git,5936,3,7.358904109589041,635,93
aa112901/remusic,git@github.com:aa112901/remusic.git,5912,0,5.46027397260274,47644,7588
li-xiaojun/XPopup,git@github.com:li-xiaojun/XPopup.git,5904,155,2.7534246575342465,12892,2292
wyouflf/xUtils3,git@github.com:wyouflf/xUtils3.git,5900,9,5.865753424657535,12736,2189
Graylog2/graylog2-server,git@github.com:Graylog2/graylog2-server.git,5835,28,11.315068493150685,370170,100766
react-native-video/react-native-video,git@github.com:react-native-video/react-native-video.git,5829,5,6.443835616438356,8935,840
google/j2objc,git@github.com:google/j2objc.git,5820,39,7.605479452054794,1005665,735938
AsyncHttpClient/async-http-client,git@github.com:AsyncHttpClient/async-http-client.git,5813,0,10.512328767123288,34003,9861
guardianproject/haven,git@github.com:guardianproject/haven.git,6065,37,4.523287671232877,20655,3545
rey5137/material,git@github.com:rey5137/material.git,6063,10,6.750684931506849,28701,4257
pedrovgs/EffectiveAndroidUI,git@github.com:pedrovgs/EffectiveAndroidUI.git,6061,0,7.183561643835616,2964,1632
NanoHttpd/nanohttpd,git@github.com:NanoHttpd/nanohttpd.git,6044,3,9.07945205479452,9206,3913
google/physical-web,git@github.com:google/physical-web.git,6037,17,6.942465753424657,16603,5525
TechEmpower/FrameworkBenchmarks,git@github.com:TechEmpower/FrameworkBenchmarks.git,6014,15,8.468493150684932,128460,17711
processing/processing,git@github.com:processing/processing.git,5983,48,8.621917808219179,102517,54318
NLPchina/ansj_seg,git@github.com:NLPchina/ansj_seg.git,5980,3,9.01095890410959,14703,3112
smuyyh/BookReader,git@github.com:smuyyh/BookReader.git,5964,0,5.098630136986301,35272,11577
antoniolg/androidmvp,git@github.com:antoniolg/androidmvp.git,5956,0,7.438356164383562,1019,128
singwhatiwanna/dynamic-load-apk,git@github.com:singwhatiwanna/dynamic-load-apk.git,5946,0,7.446575342465754,3554,804
zouzg/mybatis-generator-gui,git@github.com:zouzg/mybatis-generator-gui.git,5939,16,5.3342465753424655,3659,301
daimajia/NumberProgressBar,git@github.com:daimajia/NumberProgressBar.git,5936,3,7.358904109589041,635,93
aa112901/remusic,git@github.com:aa112901/remusic.git,5912,0,5.46027397260274,47644,7588
li-xiaojun/XPopup,git@github.com:li-xiaojun/XPopup.git,5904,155,2.7534246575342465,12892,2292
wyouflf/xUtils3,git@github.com:wyouflf/xUtils3.git,5900,9,5.865753424657535,12736,2189
Graylog2/graylog2-server,git@github.com:Graylog2/graylog2-server.git,5835,28,11.315068493150685,370170,100766
react-native-video/react-native-video,git@github.com:react-native-video/react-native-video.git,5829,5,6.443835616438356,8935,840
google/j2objc,git@github.com:google/j2objc.git,5820,39,7.605479452054794,1005665,735938
AsyncHttpClient/async-http-client,git@github.com:AsyncHttpClient/async-http-client.git,5813,0,10.512328767123288,34003,9861
springside/springside4,git@github.com:springside/springside4.git,5805,3,9.545205479452054,14215,5427
cryptomator/cryptomator,git@github.com:cryptomator/cryptomator.git,5758,110,7.6,18349,1742
ityouknow/spring-cloud-examples,git@github.com:ityouknow/spring-cloud-examples.git,5749,0,4.364383561643836,4372,79
JakeWharton/u2020,git@github.com:JakeWharton/u2020.git,5734,0,7.8191780821917805,7139,826
Nightonke/BoomMenu,git@github.com:Nightonke/BoomMenu.git,5729,0,5.473972602739726,10147,1666
weibocom/motan,git@github.com:weibocom/motan.git,5719,16,5.3863013698630136,85978,46372
prolificinteractive/material-calendarview,git@github.com:prolificinteractive/material-calendarview.git,5719,22,6.578082191780822,5553,1229
Devlight/InfiniteCycleViewPager,git@github.com:Devlight/InfiniteCycleViewPager.git,5695,2,5.046575342465753,4107,614
google/error-prone,git@github.com:google/error-prone.git,5688,15,7.049315068493151,201521,55558
real-logic/aeron,git@github.com:real-logic/aeron.git,5671,77,7.586301369863014,214481,54137
daimajia/AndroidImageSlider,git@github.com:daimajia/AndroidImageSlider.git,5643,5,7.271232876712329,4304,993
nhaarman/ListViewAnimations,git@github.com:nhaarman/ListViewAnimations.git,5642,14,8.476712328767123,7672,3447
sohutv/cachecloud,git@github.com:sohutv/cachecloud.git,5639,5,5.619178082191781,177241,43534
Tencent/Shadow,git@github.com:Tencent/Shadow.git,5621,2,2.2383561643835614,33928,12006
JakeWharton/DiskLruCache,git@github.com:JakeWharton/DiskLruCache.git,5620,0,9.67945205479452,1921,457
react-native-svg/react-native-svg,git@github.com:react-native-svg/react-native-svg.git,5610,75,5.6438356164383565,22177,3684
wasabeef/richeditor-android,git@github.com:wasabeef/richeditor-android.git,5609,0,6.446575342465754,1837,267
sshahine/JFoenix,git@github.com:sshahine/JFoenix.git,5604,0,6.002739726027397,29716,8306
apache/tomcat,git@github.com:apache/tomcat.git,5575,0,9.942465753424658,405033,180269
ximsfei/Android-skin-support,git@github.com:ximsfei/Android-skin-support.git,5574,0,4.654794520547945,29874,2507
febsteam/FEBS-Shiro,git@github.com:febsteam/FEBS-Shiro.git,5565,0,3.4712328767123286,29071,2849
amlcurran/ShowcaseView,git@github.com:amlcurran/ShowcaseView.git,5562,13,9.07123287671233,2748,1176
joelittlejohn/jsonschema2pojo,git@github.com:joelittlejohn/jsonschema2pojo.git,5550,58,8.213698630136987,20910,7109
lets-blade/blade,git@github.com:lets-blade/blade.git,5549,9,6.249315068493151,17984,6508
hongyangAndroid/FlowLayout,git@github.com:hongyangAndroid/FlowLayout.git,5524,0,6.032876712328767,1460,64
dmytrodanylyk/circular-progress-button,git@github.com:dmytrodanylyk/circular-progress-button.git,5517,0,7.257534246575342,1571,20
emilsjolander/StickyListHeaders,git@github.com:emilsjolander/StickyListHeaders.git,5515,16,9.498630136986302,2679,308
apache/jmeter,git@github.com:apache/jmeter.git,5509,0,11.29041095890411,222513,84365
rabbitmq/rabbitmq-tutorials,git@github.com:rabbitmq/rabbitmq-tutorials.git,5503,0,10.96986301369863,11318,1345
k0shk0sh/FastHub,git@github.com:k0shk0sh/FastHub.git,5498,63,4.553424657534246,85076,3755
metersphere/metersphere,git@github.com:metersphere/metersphere.git,5496,95,1.5945205479452054,296024,9310
rest-assured/rest-assured,git@github.com:rest-assured/rest-assured.git,5494,0,10.887671232876713,51196,30596
liyifeng1994/ssm,git@github.com:liyifeng1994/ssm.git,5494,0,5.2246575342465755,824,187
alibaba/COLA,git@github.com:alibaba/COLA.git,5490,3,3.5863013698630137,10869,2330
knightliao/disconf,git@github.com:knightliao/disconf.git,5475,12,7.279452054794521,67260,15705
alibaba/freeline,git@github.com:alibaba/freeline.git,5473,22,5.098630136986301,12040,1437
facebookarchive/rebound,git@github.com:facebookarchive/rebound.git,5472,10,7.912328767123288,4519,1354
jpush/aurora-imui,git@github.com:jpush/aurora-imui.git,5469,42,4.736986301369863,31609,3834
sockeqwe/mosby,git@github.com:sockeqwe/mosby.git,5457,15,6.46027397260274,22817,10583
mrniko/netty-socketio,git@github.com:mrniko/netty-socketio.git,5444,3,9.66027397260274,6627,2619
dm77/barcodescanner,git@github.com:dm77/barcodescanner.git,5409,6,7.536986301369863,3595,163
jgilfelt/SystemBarTint,git@github.com:jgilfelt/SystemBarTint.git,5402,3,7.810958904109589,906,369
apache/zeppelin,git@github.com:apache/zeppelin.git,5388,0,6.46027397260274,269650,56392
evant/gradle-retrolambda,git@github.com:evant/gradle-retrolambda.git,5384,37,8.095890410958905,2806,284
lightbend/config,git@github.com:lightbend/config.git,5378,0,9.761643835616438,20724,5819
evernote/android-job,git@github.com:evernote/android-job.git,5375,31,6.054794520547945,11779,3263
wxiaoqi/Spring-Cloud-Platform,git@github.com:wxiaoqi/Spring-Cloud-Platform.git,5342,3,4.2904109589041095,10677,4170
haifengl/smile,git@github.com:haifengl/smile.git,5336,22,6.802739726027397,140693,82640
bytedeco/javacv,git@github.com:bytedeco/javacv.git,5329,7,7.3863013698630136,44973,5295
springfox/springfox,git@github.com:springfox/springfox.git,5327,12,9.345205479452055,77057,22393
debezium/debezium,git@github.com:debezium/debezium.git,5324,0,5.627397260273972,165972,42164
languagetool-org/languagetool,git@github.com:languagetool-org/languagetool.git,5324,0,8.087671232876712,843438,94592
robolectric/robolectric,git@github.com:robolectric/robolectric.git,5315,75,11.035616438356165,197332,32180
amitshekhariitbhu/Fast-Android-Networking,git@github.com:amitshekhariitbhu/Fast-Android-Networking.git,5295,8,5.468493150684932,17581,4197
lucasr/twoway-view,git@github.com:lucasr/twoway-view.git,5272,0,8.638356164383561,3569,714
XRecyclerView/XRecyclerView,git@github.com:XRecyclerView/XRecyclerView.git,5262,0,5.808219178082192,5429,450
hanks-zyh/HTextView,git@github.com:hanks-zyh/HTextView.git,5258,0,5.723287671232876,3891,242
MindorksOpenSource/from-java-to-kotlin,git@github.com:MindorksOpenSource/from-java-to-kotlin.git,5249,0,4.301369863013699,46,0
yixia/VitamioBundle,git@github.com:yixia/VitamioBundle.git,5233,0,8.89041095890411,6247,2339
commonsguy/cw-omnibus,git@github.com:commonsguy/cw-omnibus.git,5229,36,9.495890410958904,229693,38994
Alluxio/alluxio,git@github.com:Alluxio/alluxio.git,5220,48,8.717808219178082,272725,107403
testcontainers/testcontainers-java,git@github.com:testcontainers/testcontainers-java.git,5208,51,6.410958904109589,28053,6125
square/otto,git@github.com:square/otto.git,5207,0,9.202739726027398,2618,956
h2pl/Java-Tutorial,git@github.com:h2pl/Java-Tutorial.git,5204,0,3.356164383561644,65,6
pentaho/pentaho-kettle,git@github.com:pentaho/pentaho-kettle.git,5201,1,7.920547945205479,1176754,256134
changmingxie/tcc-transaction,git@github.com:changmingxie/tcc-transaction.git,5195,1,5.761643835616439,15081,1829
Clans/FloatingActionButton,git@github.com:Clans/FloatingActionButton.git,5190,14,6.471232876712329,3379,133
apache/incubator-shenyu,git@github.com:apache/incubator-shenyu.git,5184,3,3.1616438356164385,87636,55308
apache/dubbo-spring-boot-project,git@github.com:apache/dubbo-spring-boot-project.git,5177,13,3.638356164383562,5659,2823
graphql-java/graphql-java,git@github.com:graphql-java/graphql-java.git,5171,38,6.178082191780822,100487,10189
gzu-liyujiang/AndroidPicker,git@github.com:gzu-liyujiang/AndroidPicker.git,5169,39,5.884931506849315,14637,5840
Yalantis/Side-Menu.Android,git@github.com:Yalantis/Side-Menu.Android.git,5167,2,6.654794520547945,620,41
intuit/karate,git@github.com:intuit/karate.git,5152,43,4.583561643835616,50775,10855
h6ah4i/android-advancedrecyclerview,git@github.com:h6ah4i/android-advancedrecyclerview.git,5139,1,6.624657534246575,29355,9160
thinkaurelius/titan,git@github.com:thinkaurelius/titan.git,5139,0,9.536986301369863,205482,32012
motianhuo/wechat,git@github.com:motianhuo/wechat.git,5138,0,6.293150684931507,49063,5895
yanzhenjie/SwipeRecyclerView,git@github.com:yanzhenjie/SwipeRecyclerView.git,5123,0,5.098630136986301,13406,5832
wuhaoyu1990/MagicCamera,git@github.com:wuhaoyu1990/MagicCamera.git,5104,0,5.668493150684932,17292,1156
CameraKit/camerakit-android,git@github.com:CameraKit/camerakit-android.git,5099,17,4.780821917808219,10133,3410
JesusFreke/smali,git@github.com:JesusFreke/smali.git,5091,1,8.961643835616439,47699,25682
avast/android-butterknife-zelezny,git@github.com:avast/android-butterknife-zelezny.git,3434,8,7.712328767123288,2080,394
sofastack/sofa-rpc,git@github.com:sofastack/sofa-rpc.git,3411,39,3.4164383561643836,83163,41008
code4craft/tiny-spring,git@github.com:code4craft/tiny-spring.git,3408,0,7.663013698630137,2133,878
yigit/android-priority-jobqueue,git@github.com:yigit/android-priority-jobqueue.git,3408,0,7.221917808219178,14946,1805
google/rejoiner,git@github.com:google/rejoiner.git,3400,3,3.756164383561644,8068,1521
crossoverJie/SSM,git@github.com:crossoverJie/SSM.git,3380,10,5.2164383561643834,104142,29359
ivacf/archi,git@github.com:ivacf/archi.git,3373,0,5.994520547945205,3446,65
Exrick/xboot,git@github.com:Exrick/xboot.git,3368,6,3.378082191780822,17177,5803
oracle/opengrok,git@github.com:oracle/opengrok.git,3366,184,8.67123287671233,104811,48006
LWJGL/lwjgl3,git@github.com:LWJGL/lwjgl3.git,3350,14,8.712328767123287,1004815,512221
mock-server/mockserver,git@github.com:mock-server/mockserver.git,3348,0,8.534246575342467,151548,12898
mcxtzhang/SwipeDelMenuLayout,git@github.com:mcxtzhang/SwipeDelMenuLayout.git,3341,2,5.038356164383561,1440,336
alamkanak/Android-Week-View,git@github.com:alamkanak/Android-Week-View.git,3328,4,6.978082191780822,2156,586
actorapp/actor-platform,git@github.com:actorapp/actor-platform.git,3314,97,6.219178082191781,270135,48967
ethanhua/Skeleton,git@github.com:ethanhua/Skeleton.git,3313,0,4.109589041095891,1642,96
graphhopper/graphhopper,git@github.com:graphhopper/graphhopper.git,3313,33,9.558904109589042,112667,26718
abel533/MyBatis-Spring-Boot,git@github.com:abel533/MyBatis-Spring-Boot.git,3309,0,5.723287671232876,3599,651
j-easy/easy-rules,git@github.com:j-easy/easy-rules.git,3307,10,8.501369863013698,6877,4752
jeremylong/DependencyCheck,git@github.com:jeremylong/DependencyCheck.git,3301,19,9.013698630136986,116315,54476
googlemaps/android-maps-utils,git@github.com:googlemaps/android-maps-utils.git,3297,22,8.315068493150685,15586,8267
jboss-javassist/javassist,git@github.com:jboss-javassist/javassist.git,3272,18,8.295890410958904,88174,22538
iammert/ScalingLayout,git@github.com:iammert/ScalingLayout.git,3264,4,3.936986301369863,986,138
linkedin/databus,git@github.com:linkedin/databus.git,3262,0,8.728767123287671,149774,35905
rubensousa/PreviewSeekBar,git@github.com:rubensousa/PreviewSeekBar.git,3256,7,4.619178082191781,1885,491
tangqi92/Android-Tips,git@github.com:tangqi92/Android-Tips.git,3244,0,5.997260273972603,185,22
google/data-transfer-project,git@github.com:google/data-transfer-project.git,3236,38,3.673972602739726,35311,10710
ittianyu/BottomNavigationViewEx,git@github.com:ittianyu/BottomNavigationViewEx.git,3222,19,4.821917808219178,2084,572
ragunathjawahar/android-saripaar,git@github.com:ragunathjawahar/android-saripaar.git,3221,3,9.002739726027396,8231,5396
hmkcode/Android,git@github.com:hmkcode/Android.git,3220,0,8.01917808219178,7987,602
bauerca/drag-sort-listview,git@github.com:bauerca/drag-sort-listview.git,3220,0,9.273972602739725,4858,1603
java-aodeng/hope-boot,git@github.com:java-aodeng/hope-boot.git,3218,2,2.893150684931507,165330,34507
bilibili/boxing,git@github.com:bilibili/boxing.git,3210,1,4.627397260273972,7071,2443
chrisbanes/ActionBar-PullToRefresh,git@github.com:chrisbanes/ActionBar-PullToRefresh.git,3198,0,8.265753424657534,4501,2553
JSQLParser/JSqlParser,git@github.com:JSQLParser/JSqlParser.git,3195,25,10.213698630136987,43801,11591
traccar/traccar,git@github.com:traccar/traccar.git,3190,34,9.4,74796,17230
yangfuhai/afinal,git@github.com:yangfuhai/afinal.git,3188,0,8.895890410958904,7047,4589
daimajia/AndroidViewHover,git@github.com:daimajia/AndroidViewHover.git,3180,4,7.087671232876712,959,42
crate/crate,git@github.com:crate/crate.git,3171,31,8.416438356164383,489613,148383
zzz40500/GsonFormat,git@github.com:zzz40500/GsonFormat.git,3170,4,6.857534246575343,5406,1800
spring-cloud/spring-cloud-gateway,git@github.com:spring-cloud/spring-cloud-gateway.git,3165,0,4.808219178082192,26572,8506
andOTP/andOTP,git@github.com:andOTP/andOTP.git,3143,38,4.178082191780822,38263,2392
jfinal/jfinal,git@github.com:jfinal/jfinal.git,3142,0,9.375342465753425,31920,15838
hitherejoe/animate,git@github.com:hitherejoe/animate.git,3142,0,5.813698630136987,3779,186
facebookarchive/network-connection-class,git@github.com:facebookarchive/network-connection-class.git,3138,2,6.47945205479452,710,232
amulyakhare/TextDrawable,git@github.com:amulyakhare/TextDrawable.git,3126,0,6.890410958904109,887,43
airbnb/native-navigation,git@github.com:airbnb/native-navigation.git,3124,0,4.978082191780822,10196,1018
chenBingX/SuperTextView,git@github.com:chenBingX/SuperTextView.git,3124,30,4.394520547945206,23424,5421
remkop/picocli,git@github.com:remkop/picocli.git,3123,76,4.6,303462,36532
Skykai521/StickerCamera,git@github.com:Skykai521/StickerCamera.git,3096,0,6.1808219178082195,17652,5510
alibaba/cobar,git@github.com:alibaba/cobar.git,3095,1,7.64931506849315,76551,23370
google/volley,git@github.com:google/volley.git,3088,9,4.6219178082191785,10108,4089
danylovolokh/VideoPlayerManager,git@github.com:danylovolokh/VideoPlayerManager.git,3087,0,6.167123287671233,4981,617
Col-E/Recaf,git@github.com:Col-E/Recaf.git,3079,155,4.117808219178082,36671,15178
liujingxing/rxhttp,git@github.com:liujingxing/rxhttp.git,3075,19,2.6246575342465754,13916,2518
hongyangAndroid/Highlight,git@github.com:hongyangAndroid/Highlight.git,3070,0,5.920547945205479,1331,506
gabrielemariotti/RecyclerViewItemAnimators,git@github.com:gabrielemariotti/RecyclerViewItemAnimators.git,3070,0,7.049315068493151,2267,739
eleme/UETool,git@github.com:eleme/UETool.git,3059,8,3.315068493150685,4526,73
JeremyLiao/LiveEventBus,git@github.com:JeremyLiao/LiveEventBus.git,3057,0,3.1616438356164385,9997,1171
zwwill/yanxuan-weex-demo,git@github.com:zwwill/yanxuan-weex-demo.git,3056,0,4.008219178082192,NaN,NaN
requery/requery,git@github.com:requery/requery.git,3053,43,5.8191780821917805,34608,11811
keyboardsurfer/Crouton,git@github.com:keyboardsurfer/Crouton.git,3052,8,9.101369863013698,1578,1140
kunal-kushwaha/DSA-Bootcamp-Java,git@github.com:kunal-kushwaha/DSA-Bootcamp-Java.git,3051,0,0.10684931506849316,2457,448
jgilfelt/android-viewbadger,git@github.com:jgilfelt/android-viewbadger.git,3038,0,9.95068493150685,928,165
apache/incubator-doris,git@github.com:apache/incubator-doris.git,3030,8,4.079452054794521,532757,136274
undertow-io/undertow,git@github.com:undertow-io/undertow.git,3024,0,9.142465753424657,150701,48463
anggrayudi/android-hidden-api,git@github.com:anggrayudi/android-hidden-api.git,3013,1,5.980821917808219,919,427
zhou-you/RxEasyHttp,git@github.com:zhou-you/RxEasyHttp.git,3011,0,4.254794520547946,12330,5053
pedrovgs/DraggablePanel,git@github.com:pedrovgs/DraggablePanel.git,3010,10,7.4082191780821915,2882,1710
xmuSistone/ViewpagerTransition,git@github.com:xmuSistone/ViewpagerTransition.git,3009,1,4.96986301369863,1050,107
facebookarchive/react-native-fbsdk,git@github.com:facebookarchive/react-native-fbsdk.git,3003,22,6.101369863013699,3299,2418
lovetuzitong/MultiImageSelector,git@github.com:lovetuzitong/MultiImageSelector.git,3001,2,6.421917808219178,1861,165
fishercoder1534/Leetcode,git@github.com:fishercoder1534/Leetcode.git,2999,0,5.1068493150684935,74115,5445
KingJA/LoadSir,git@github.com:KingJA/LoadSir.git,2998,6,4.016438356164383,2524,368
uber/NullAway,git@github.com:uber/NullAway.git,2995,0,4.019178082191781,18758,5418
woxingxiao/BubbleSeekBar,git@github.com:woxingxiao/BubbleSeekBar.git,2994,12,4.846575342465753,2529,243
dmytrodanylyk/android-process-button,git@github.com:dmytrodanylyk/android-process-button.git,2994,1,7.353424657534247,1137,136
stephanenicolas/robospice,git@github.com:stephanenicolas/robospice.git,2992,1,8.972602739726028,20931,3678
Polidea/RxAndroidBle,git@github.com:Polidea/RxAndroidBle.git,2979,45,5.594520547945206,24785,3540
burhanrashid52/PhotoEditor,git@github.com:burhanrashid52/PhotoEditor.git,2976,13,3.6246575342465754,7312,1075
lenve/JavaEETest,git@github.com:lenve/JavaEETest.git,2967,0,4.736986301369863,303405,25910
immutables/immutables,git@github.com:immutables/immutables.git,2966,6,8.175342465753424,71287,25786
jd-alexander/LikeButton,git@github.com:jd-alexander/LikeButton.git,2960,14,5.712328767123288,1146,157
didi/LogiKM,git@github.com:didi/LogiKM.git,2960,11,1.4712328767123288,79583,6180
jasonross/Nuwa,git@github.com:jasonross/Nuwa.git,2958,0,5.8273972602739725,282,27
android-notes/Cockroach,git@github.com:android-notes/Cockroach.git,2957,1,4.564383561643836,1880,110
yui/yuicompressor,git@github.com:yui/yuicompressor.git,2954,1,12.764383561643836,20430,6100
mplushnikov/lombok-intellij-plugin,git@github.com:mplushnikov/lombok-intellij-plugin.git,2948,116,7.9150684931506845,57221,1745
zaaach/CityPicker,git@github.com:zaaach/CityPicker.git,2939,2,5.531506849315068,2564,132
udacity/Sunshine-Version-2,git@github.com:udacity/Sunshine-Version-2.git,2931,0,6.515068493150685,2767,1073
CheckChe0803/flink-recommandSystem-demo,git@github.com:CheckChe0803/flink-recommandSystem-demo.git,2927,0,2.317808219178082,11418,517
mxdldev/android-mvp-mvvm-flytour,git@github.com:mxdldev/android-mvp-mvvm-flytour.git,2921,11,2.7041095890410958,19500,2753
yarolegovich/SlidingRootNav,git@github.com:yarolegovich/SlidingRootNav.git,2912,1,4.4520547945205475,1230,63
yusugomori/DeepLearning,git@github.com:yusugomori/DeepLearning.git,2905,0,8.687671232876712,6807,535
javaee/jersey,git@github.com:javaee/jersey.git,2903,30,9.312328767123288,327171,252950
jacoco/jacoco,git@github.com:jacoco/jacoco.git,2900,43,9.169863013698631,52191,20884
ZieIony/Carbon,git@github.com:ZieIony/Carbon.git,2899,2,6.5917808219178085,57923,4277
edmodo/cropper,git@github.com:edmodo/cropper.git,2897,0,8.126027397260273,1329,674
ManuelPeinado/FadingActionBar,git@github.com:ManuelPeinado/FadingActionBar.git,2896,0,8.293150684931506,2580,688
JackyAndroid/AndroidChromium,git@github.com:JackyAndroid/AndroidChromium.git,2893,2,5.1808219178082195,159932,57936
googlesamples/android-vision,git@github.com:googlesamples/android-vision.git,2892,0,6.189041095890411,7906,4329
pili-engineering/PLDroidPlayer,git@github.com:pili-engineering/PLDroidPlayer.git,4447,38,6.271232876712329,6963,383
plantuml/plantuml,git@github.com:plantuml/plantuml.git,4446,0,10.849315068493151,216993,121125
spring-cloud/spring-cloud-netflix,git@github.com:spring-cloud/spring-cloud-netflix.git,4443,2,7.164383561643835,20958,3142
square/android-times-square,git@github.com:square/android-times-square.git,4443,0,8.605479452054794,2974,473
gephi/gephi,git@github.com:gephi/gephi.git,4441,12,9.884931506849314,129159,69946
techGay/v9porn,git@github.com:techGay/v9porn.git,4434,9,3.408219178082192,29345,4062
HotBitmapGG/bilibili-android-client,git@github.com:HotBitmapGG/bilibili-android-client.git,4413,1,5.271232876712329,35446,3159
alibaba/dexposed,git@github.com:alibaba/dexposed.git,4397,0,6.1945205479452055,3545,1342
hustcc/JS-Sorting-Algorithm,git@github.com:hustcc/JS-Sorting-Algorithm.git,4396,0,4.635616438356164,1103,143
castorflex/SmoothProgressBar,git@github.com:castorflex/SmoothProgressBar.git,4390,9,7.780821917808219,2662,110
auth0/java-jwt,git@github.com:auth0/java-jwt.git,4382,29,7.50958904109589,9372,1327
flowable/flowable-engine,git@github.com:flowable/flowable-engine.git,4378,18,4.904109589041096,1612570,407063
jankotek/mapdb,git@github.com:jankotek/mapdb.git,4371,0,9.063013698630137,20246,5410
lingochamp/okdownload,git@github.com:lingochamp/okdownload.git,4371,8,3.7260273972602738,28125,8261
mcxiaoke/android-volley,git@github.com:mcxiaoke/android-volley.git,4361,0,8.304109589041095,5439,3034
sofastack/sofa-boot,git@github.com:sofastack/sofa-boot.git,4354,45,3.4356164383561643,35330,18812
orientechnologies/orientdb,git@github.com:orientechnologies/orientdb.git,4345,168,8.747945205479452,671673,79335
MindorksOpenSource/android-mvp-architecture,git@github.com:MindorksOpenSource/android-mvp-architecture.git,4340,0,4.6136986301369864,6938,2596
alibaba/transmittable-thread-local,git@github.com:alibaba/transmittable-thread-local.git,4311,43,7.906849315068493,8769,3282
981011512/--,git@github.com:981011512/--.git,4311,0,1.2191780821917808,32438,2137
puniverse/quasar,git@github.com:puniverse/quasar.git,4308,18,8.454794520547946,189628,50990
baidu/uid-generator,git@github.com:baidu/uid-generator.git,4304,0,4.4520547945205475,1297,1061
ElderDrivers/EdXposed,git@github.com:ElderDrivers/EdXposed.git,4293,27,2.638356164383562,84316,54324
firebase/FirebaseUI-Android,git@github.com:firebase/FirebaseUI-Android.git,4287,63,6.16986301369863,39931,4298
Ashok-Varma/BottomNavigation,git@github.com:Ashok-Varma/BottomNavigation.git,4279,16,5.473972602739726,3089,1049
aporter/coursera-android,git@github.com:aporter/coursera-android.git,4276,0,7.676712328767123,46264,3684
mapstruct/mapstruct,git@github.com:mapstruct/mapstruct.git,4274,20,9.284931506849315,103503,32092
apache/groovy,git@github.com:apache/groovy.git,4267,0,6.4,415264,168043
Jasonchenlijian/FastBle,git@github.com:Jasonchenlijian/FastBle.git,4263,8,5.043835616438356,4628,387
LawnchairLauncher/lawnchair,git@github.com:LawnchairLauncher/lawnchair.git,4260,29,4.517808219178082,140958,35095
alipay/SoloPi,git@github.com:alipay/SoloPi.git,4251,6,2.4876712328767123,61473,18284
bingoogolapple/BGARefreshLayout-Android,git@github.com:bingoogolapple/BGARefreshLayout-Android.git,4244,4,6.284931506849315,6538,1054
Tencent/GT,git@github.com:Tencent/GT.git,4224,3,5.654794520547945,169266,56057
jeasonlzy/ImagePicker,git@github.com:jeasonlzy/ImagePicker.git,4214,5,5.616438356164384,4720,1072
